Date,Open,High,Low,Close,Volume
2017.02.16 13:05,1.06308000,1.063220002017.02.08 00:48,1.06793,1.06801,1.06789,1.06801,47
2017.02.08 00:49,1.06800,1.06800,1.06798,1.06798,5
2017.02.08 00:50,1.06796,1.06801,1.06796,1.06801,7
2017.02.08 00:51,1.06802,1.06803,1.06800,1.06803,7
2017.02.08 00:52,1.06802,1.06806,1.06799,1.06801,25
2017.02.08 00:53,1.06801,1.06807,1.06791,1.06802,37
2017.02.08 00:54,1.06801,1.06808,1.06801,1.06803,22
2017.02.08 00:55,1.06804,1.06811,1.06801,1.06808,26
2017.02.08 00:56,1.06804,1.06807,1.06803,1.06807,17
2017.02.08 00:57,1.06808,1.06809,1.06805,1.06807,12
2017.02.08 00:58,1.06805,1.06807,1.06797,1.06797,11
2017.02.08 00:59,1.06796,1.06800,1.06785,1.06798,40
2017.02.08 01:00,1.06792,1.06809,1.06792,1.06803,94
2017.02.08 01:01,1.06802,1.06811,1.06800,1.06810,33
2017.02.08 01:02,1.06809,1.06817,1.06808,1.06816,26
2017.02.08 01:03,1.06817,1.06817,1.06809,1.06810,33
2017.02.08 01:04,1.06810,1.06811,1.06806,1.06806,23
2017.02.08 01:05,1.06809,1.06809,1.06799,1.06799,27
2017.02.08 01:06,1.06799,1.06807,1.06799,1.06805,23
2017.02.08 01:07,1.06804,1.06806,1.06799,1.06799,14
2017.02.08 01:08,1.06799,1.06801,1.06799,1.06799,8
2017.02.08 01:09,1.06799,1.06802,1.06795,1.06796,23
2017.02.08 01:10,1.06795,1.06796,1.06782,1.06786,52
2017.02.08 01:11,1.06783,1.06786,1.06761,1.06765,71
2017.02.08 01:12,1.06763,1.06771,1.06753,1.06758,91
2017.02.08 01:13,1.06759,1.06762,1.06745,1.06749,67
2017.02.08 01:14,1.06750,1.06758,1.06748,1.06752,46
2017.02.08 01:15,1.06754,1.06763,1.06749,1.06752,48
2017.02.08 01:16,1.06751,1.06765,1.06749,1.06765,22
2017.02.08 01:17,1.06764,1.06778,1.06764,1.06775,51
2017.02.08 01:18,1.06774,1.06774,1.06769,1.06771,17
2017.02.08 01:19,1.06772,1.06775,1.06771,1.06773,12
2017.02.08 01:20,1.06775,1.06776,1.06772,1.06775,14
2017.02.08 01:21,1.06775,1.06794,1.06775,1.06791,36
2017.02.08 01:22,1.06791,1.06795,1.06785,1.06788,24
2017.02.08 01:23,1.06789,1.06789,1.06784,1.06788,18
2017.02.08 01:24,1.06785,1.06789,1.06785,1.06786,25
2017.02.08 01:25,1.06786,1.06789,1.06785,1.06789,19
2017.02.08 01:26,1.06788,1.06789,1.06784,1.06786,29
2017.02.08 01:27,1.06786,1.06796,1.06786,1.06795,33
2017.02.08 01:28,1.06798,1.06804,1.06795,1.06801,36
2017.02.08 01:29,1.06803,1.06804,1.06787,1.06795,39
2017.02.08 01:30,1.06796,1.06804,1.06794,1.06801,37
2017.02.08 01:31,1.06802,1.06807,1.06797,1.06797,28
2017.02.08 01:32,1.06796,1.06802,1.06796,1.06801,13
2017.02.08 01:33,1.06802,1.06805,1.06802,1.06804,15
2017.02.08 01:34,1.06803,1.06806,1.06801,1.06806,58
2017.02.08 01:35,1.06805,1.06806,1.06790,1.06792,37
2017.02.08 01:36,1.06791,1.06795,1.06785,1.06795,32
2017.02.08 01:37,1.06795,1.06801,1.06792,1.06796,40
2017.02.08 01:38,1.06796,1.06798,1.06783,1.06784,31
2017.02.08 01:39,1.06783,1.06787,1.06781,1.06787,19
2017.02.08 01:40,1.06785,1.06791,1.06784,1.06791,21
2017.02.08 01:41,1.06792,1.06795,1.06790,1.06795,35
2017.02.08 01:42,1.06789,1.06790,1.06776,1.06776,28
