Date,Open,High,Low,Close,Volume,Adj Close,Date,instrument_id,frequency
1997-07-02,429.290009,432.339996,388.480011,408.519989,0,408.519989,1997-07-02,6022,3600
1997-07-03,406.350006,406.350006,386.76001,386.76001,0,386.76001,1997-07-03,6022,3600
1997-07-04,379.429993,391.450012,373.690002,389.779999,0,389.779999,1997-07-04,6022,3600
1997-07-07,389.579987,389.609985,356.299988,358.579987,0,358.579987,1997-07-07,6022,3600
1997-07-08,354.470001,367.359985,342.339996,361.559998,0,361.559998,1997-07-08,6022,3600
1997-07-09,363.01001,367.040009,356.98999,366.200012,0,366.200012,1997-07-09,6022,3600
1997-07-10,366.329987,368.649994,360.029999,360.220001,0,360.220001,1997-07-10,6022,3600
1997-07-11,358.200012,377.26001,357.859985,377.23999,0,377.23999,1997-07-11,6022,3600
1997-07-14,391.299988,392.76001,385.839996,391.01001,0,391.01001,1997-07-14,6022,3600
1997-07-16,392.220001,393.420013,383.890015,387.679993,0,387.679993,1997-07-16,6022,3600
1997-07-17,386.929993,393.190002,385.399994,392.829987,0,392.829987,1997-07-17,6022,3600
1997-07-18,393.519989,397.200012,390.480011,396.910004,0,396.910004,1997-07-18,6022,3600
1997-07-21,399.769989,400.950012,390.640015,393.059998,0,393.059998,1997-07-21,6022,3600
1997-07-22,391.730011,399.480011,382.769989,399.329987,0,399.329987,1997-07-22,6022,3600
1997-07-23,404.420013,408.660004,396.359985,398.350006,0,398.350006,1997-07-23,6022,3600
1997-07-24,396.109985,398.519989,388.029999,388.420013,0,388.420013,1997-07-24,6022,3600
1997-07-25,384.859985,389.700012,381.690002,386.190002,0,386.190002,1997-07-25,6022,3600
1997-07-28,384.670013,384.670013,372.350006,373.570007,0,373.570007,1997-07-28,6022,3600
1997-07-29,371.179993,379.709991,369.5,376.0,0,376.0,1997-07-29,6022,3600
1997-07-30,377.890015,385.809998,377.890015,385.709991,0,385.709991,1997-07-30,6022,3600
1997-07-31,387.170013,388.779999,384.029999,385.450012,0,385.450012,1997-07-31,6022,3600
1997-08-01,386.279999,388.130005,384.01001,387.369995,0,387.369995,1997-08-01,6022,3600
1997-08-04,388.450012,392.079987,386.480011,391.519989,0,391.519989,1997-08-04,6022,3600
1997-08-05,392.809998,394.559998,390.089996,390.880005,0,390.880005,1997-08-05,6022,3600
1997-08-06,391.179993,391.679993,381.51001,381.850006,0,381.850006,1997-08-06,6022,3600
1997-08-07,379.26001,385.470001,373.820007,385.390015,0,385.390015,1997-08-07,6022,3600
1997-08-08,386.890015,388.049988,381.769989,382.279999,0,382.279999,1997-08-08,6022,3600
1997-08-11,382.369995,382.600006,374.119995,374.5,0,374.5,1997-08-11,6022,3600
1997-08-12,372.299988,374.049988,360.959991,360.98999,0,360.98999,1997-08-12,6022,3600
1997-08-13,358.950012,364.670013,352.450012,352.630005,0,352.630005,1997-08-13,6022,3600
1997-08-14,351.429993,364.220001,351.429993,364.140015,0,364.140015,1997-08-14,6022,3600
1997-08-15,367.410004,368.339996,355.600006,358.600006,0,358.600006,1997-08-15,6022,3600
1997-08-18,356.549988,358.600006,346.519989,349.299988,0,349.299988,1997-08-18,6022,3600
1997-08-19,348.910004,351.320007,346.329987,348.230011,0,348.230011,1997-08-19,6022,3600
1997-08-20,349.220001,352.320007,348.579987,351.910004,0,351.910004,1997-08-20,6022,3600
1997-08-21,353.140015,359.929993,353.0,359.920013,0,359.920013,1997-08-21,6022,3600
1997-08-22,359.609985,365.140015,358.079987,364.880005,0,364.880005,1997-08-22,6022,3600
1997-08-25,365.5,368.790009,364.720001,368.790009,0,368.790009,1997-08-25,6022,3600
1997-08-26,369.51001,372.76001,367.859985,372.049988,0,372.049988,1997-08-26,6022,3600
1997-08-27,372.309998,375.359985,371.309998,375.290009,0,375.290009,1997-08-27,6022,3600
1997-08-28,375.51001,376.600006,371.779999,374.73999,0,374.73999,1997-08-28,6022,3600
1997-08-29,374.5,374.720001,370.079987,373.290009,0,373.290009,1997-08-29,6022,3600
1997-09-01,372.459991,376.450012,371.890015,374.929993,0,374.929993,1997-09-01,6022,3600
1997-09-02,375.320007,377.549988,372.48999,375.480011,0,375.480011,1997-09-02,6022,3600
1997-09-03,376.049988,381.540009,376.049988,381.410004,0,381.410004,1997-09-03,6022,3600
1997-09-04,383.089996,384.549988,382.279999,384.160004,0,384.160004,1997-09-04,6022,3600
1997-09-05,384.040009,384.160004,380.730011,383.429993,0,383.429993,1997-09-05,6022,3600
1997-09-08,383.75,384.679993,381.700012,384.429993,0,384.429993,1997-09-08,6022,3600
1997-09-09,384.839996,385.790009,377.76001,377.799988,0,377.799988,1997-09-09,6022,3600
1997-09-10,376.649994,383.470001,376.26001,383.399994,0,383.399994,1997-09-10,6022,3600
1997-09-11,384.540009,386.309998,377.320007,379.480011,0,379.480011,1997-09-11,6022,3600
1997-09-12,378.399994,380.600006,371.570007,371.619995,0,371.619995,1997-09-12,6022,3600
1997-09-15,370.609985,371.029999,360.0,360.5,0,360.5,1997-09-15,6022,3600
1997-09-16,360.730011,365.179993,360.48999,362.410004,0,362.410004,1997-09-16,6022,3600
1997-09-17,362.209991,363.350006,355.029999,356.429993,0,356.429993,1997-09-17,6022,3600
1997-09-18,356.730011,360.700012,355.279999,359.059998,0,359.059998,1997-09-18,6022,3600
1997-09-19,359.589996,363.589996,358.829987,363.040009,0,363.040009,1997-09-19,6022,3600
1997-09-22,363.480011,363.609985,337.279999,337.279999,0,337.279999,1997-09-22,6022,3600
1997-09-23,333.190002,335.690002,309.790009,312.730011,0,312.730011,1997-09-23,6022,3600
1997-09-24,318.089996,333.079987,318.089996,332.809998,0,332.809998,1997-09-24,6022,3600
1997-09-25,335.790009,340.320007,332.630005,337.190002,0,337.190002,1997-09-25,6022,3600
1997-09-26,337.559998,338.0,329.420013,335.23999,0,335.23999,1997-09-26,6022,3600
1997-09-29,333.23999,333.23999,323.769989,325.880005,0,325.880005,1997-09-29,6022,3600
1997-09-30,325.23999,330.880005,324.940002,330.799988,0,330.799988,1997-09-30,6022,3600
1997-10-06,332.040009,333.209991,327.76001,330.820007,0,330.820007,1997-10-06,6022,3600
1997-10-07,330.350006,331.660004,326.459991,331.559998,0,331.559998,1997-10-07,6022,3600
1997-10-08,336.820007,344.019989,335.220001,342.059998,0,342.059998,1997-10-08,6022,3600
1997-10-09,342.369995,345.200012,340.100006,341.230011,0,341.230011,1997-10-09,6022,3600
1997-10-10,341.440002,344.579987,340.619995,344.470001,0,344.470001,1997-10-10,6022,3600
1997-10-13,345.609985,346.570007,340.720001,341.640015,0,341.640015,1997-10-13,6022,3600
1997-10-14,340.899994,340.899994,335.850006,340.470001,0,340.470001,1997-10-14,6022,3600
