Date,Open,High,Low,Close,Volume,Adj Close,Date,instrument_id,frequency
1995-11-09,711.2,711.2,711.2,711.2,0,711.2,1995-11-09,6019,3600
1995-11-10,708.76,708.76,708.76,708.76,0,708.76,1995-11-10,6019,3600
1995-11-13,688.7,688.7,688.7,688.7,0,688.7,1995-11-13,6019,3600
1995-11-14,688.87,688.87,688.87,688.87,0,688.87,1995-11-14,6019,3600
1995-11-15,692.2,692.2,692.2,692.2,0,692.2,1995-11-15,6019,3600
1995-11-16,682.44,682.44,682.44,682.44,0,682.44,1995-11-16,6019,3600
1995-11-17,676.19,676.19,676.19,676.19,0,676.19,1995-11-17,6019,3600
1995-11-20,674.74,674.74,674.74,674.74,0,674.74,1995-11-20,6019,3600
1995-11-21,678.42,678.42,678.42,678.42,0,678.42,1995-11-21,6019,3600
1995-11-22,663.32,663.32,663.32,663.32,0,663.32,1995-11-22,6019,3600
1995-11-23,658.37,658.37,658.37,658.37,0,658.37,1995-11-23,6019,3600
1995-11-24,659.37,659.37,659.37,659.37,0,659.37,1995-11-24,6019,3600
1995-11-27,645.03,645.03,645.03,645.03,0,645.03,1995-11-27,6019,3600
1995-11-28,652.57,652.57,652.57,652.57,0,652.57,1995-11-28,6019,3600
1995-11-29,641.59,641.59,641.59,641.59,0,641.59,1995-11-29,6019,3600
1995-11-30,641.14,641.14,641.14,641.14,0,641.14,1995-11-30,6019,3600
1995-12-01,633.81,633.81,633.81,633.81,0,633.81,1995-12-01,6019,3600
1995-12-04,634.92,634.92,634.92,634.92,0,634.92,1995-12-04,6019,3600
1995-12-05,637.22,637.22,637.22,637.22,0,637.22,1995-12-05,6019,3600
1995-12-06,628.43,628.43,628.43,628.43,0,628.43,1995-12-06,6019,3600
1995-12-07,631.84,631.84,631.84,631.84,0,631.84,1995-12-07,6019,3600
1995-12-08,636.78,636.78,636.78,636.78,0,636.78,1995-12-08,6019,3600
1995-12-11,619.26,619.26,619.26,619.26,0,619.26,1995-12-11,6019,3600
1995-12-12,629.45,629.45,629.45,629.45,0,629.45,1995-12-12,6019,3600
1995-12-13,613.8,613.8,613.8,613.8,0,613.8,1995-12-13,6019,3600
1995-12-14,614.75,614.75,614.75,614.75,0,614.75,1995-12-14,6019,3600
1995-12-15,603.89,603.89,603.89,603.89,0,603.89,1995-12-15,6019,3600
1995-12-18,592.14,592.14,592.14,592.14,0,592.14,1995-12-18,6019,3600
1995-12-19,592.06,592.06,592.06,592.06,0,592.06,1995-12-19,6019,3600
1995-12-20,601.04,601.04,601.04,601.04,0,601.04,1995-12-20,6019,3600
1995-12-21,597.43,597.43,597.43,597.43,0,597.43,1995-12-21,6019,3600
1995-12-22,594.24,594.24,594.24,594.24,0,594.24,1995-12-22,6019,3600
1995-12-25,580.03,580.03,580.03,580.03,0,580.03,1995-12-25,6019,3600
1995-12-26,572.22,572.22,572.22,572.22,0,572.22,1995-12-26,6019,3600
1995-12-27,570.4,570.4,570.4,570.4,0,570.4,1995-12-27,6019,3600
1995-12-28,556.82,556.82,556.82,556.82,0,556.82,1995-12-28,6019,3600
1995-12-29,555.29,555.29,555.29,555.29,0,555.29,1995-12-29,6019,3600
1996-01-01,555.28,555.28,555.28,555.28,0,555.28,1996-01-01,6019,3600
1996-01-02,537.87,537.87,537.87,537.87,0,537.87,1996-01-02,6019,3600
1996-01-03,542.42,542.42,542.42,542.42,0,542.42,1996-01-03,6019,3600
1996-01-04,558.76,558.76,558.76,558.76,0,558.76,1996-01-04,6019,3600
1996-01-05,536.37,536.37,536.37,536.37,0,536.37,1996-01-05,6019,3600
1996-01-08,539.17,539.17,539.17,539.17,0,539.17,1996-01-08,6019,3600
1996-01-09,558.62,558.62,558.62,558.62,0,558.62,1996-01-09,6019,3600
1996-01-10,547.62,547.62,547.62,547.62,0,547.62,1996-01-10,6019,3600
1996-01-11,545.64,545.64,545.64,545.64,0,545.64,1996-01-11,6019,3600
1996-01-12,547.11,547.11,547.11,547.11,0,547.11,1996-01-12,6019,3600
1996-01-15,551.04,551.04,551.04,551.04,0,551.04,1996-01-15,6019,3600
1996-01-16,547.76,547.76,547.76,547.76,0,547.76,1996-01-16,6019,3600
1996-01-17,537.31,537.31,537.31,537.31,0,537.31,1996-01-17,6019,3600
1996-01-18,517.63,517.63,517.63,517.63,0,517.63,1996-01-18,6019,3600
1996-01-19,523.51,523.51,523.51,523.51,0,523.51,1996-01-19,6019,3600
1996-01-22,516.46,516.46,516.46,516.46,0,516.46,1996-01-22,6019,3600
1996-01-23,519.6,519.6,519.6,519.6,0,519.6,1996-01-23,6019,3600
1996-01-24,522.63,522.63,522.63,522.63,0,522.63,1996-01-24,6019,3600
1996-01-25,521.37,521.37,521.37,521.37,0,521.37,1996-01-25,6019,3600
1996-01-26,525.57,525.57,525.57,525.57,0,525.57,1996-01-26,6019,3600
1996-01-29,529.14,529.14,529.14,529.14,0,529.14,1996-01-29,6019,3600
1996-01-30,532.57,532.57,532.57,532.57,0,532.57,1996-01-30,6019,3600
1996-01-31,537.35,537.35,537.35,537.35,0,537.35,1996-01-31,6019,3600
1996-02-01,536.68,536.68,536.68,536.68,0,536.68,1996-02-01,6019,3600
1996-02-02,536.04,536.04,536.04,536.04,0,536.04,1996-02-02,6019,3600
1996-02-05,522.85,522.85,522.85,522.85,0,522.85,1996-02-05,6019,3600
1996-02-06,520.69,520.69,520.69,520.69,0,520.69,1996-02-06,6019,3600
1996-02-07,524.3,524.3,524.3,524.3,0,524.3,1996-02-07,6019,3600
1996-02-08,521.86,521.86,521.86,521.86,0,521.86,1996-02-08,6019,3600
1996-02-09,525.41,525.41,525.41,525.41,0,525.41,1996-02-09,6019,3600
1996-02-12,523.85,523.85,523.85,523.85,0,523.85,1996-02-12,6019,3600
1996-02-13,529.58,529.58,529.58,529.58,0,529.58,1996-02-13,6019,3600
1996-02-14,529.25,529.25,529.25,529.25,0,529.25,1996-02-14,6019,3600
1996-02-15,536.98,536.98,536.98,536.98,0,536.98,1996-02-15,6019,3600
1996-02-16,552.94,552.94,552.94,552.94,0,552.94,1996-02-16,6019,3600
1996-02-19,552.93,552.93,552.93,552.93,0,552.93,1996-02-19,6019,3600
1996-02-20,552.935,552.935,552.935,552.935,0,552.935,1996-02-20,6019,3600
1996-02-21,552.94,552.94,552.94,552.94,0,552.94,1996-02-21,6019,3600
1996-02-22,552.93,552.93,552.93,552.93,0,552.93,1996-02-22,6019,3600
1996-02-23,552.93,552.93,552.93,552.93,0,552.93,1996-02-23,6019,3600
1996-02-26,552.93,552.93,552.93,552.93,0,552.93,1996-02-26,6019,3600
1996-02-27,552.93,552.93,552.93,552.93,0,552.93,1996-02-27,6019,3600
1996-02-28,552.93,552.93,552.93,552.93,0,552.93,1996-02-28,6019,3600
1996-02-29,552.93,552.93,552.93,552.93,0,552.93,1996-02-29,6019,3600
1996-03-01,552.93,552.93,552.93,552.93,0,552.93,1996-03-01,6019,3600
1996-03-04,601.98,601.98,601.98,601.98,0,601.98,1996-03-04,6019,3600
1996-03-05,587.06,587.06,587.06,587.06,0,587.06,1996-03-05,6019,3600
1996-03-06,559.7,559.7,559.7,559.7,0,559.7,1996-03-06,6019,3600
1996-03-07,569.33,569.33,569.33,569.33,0,569.33,1996-03-07,6019,3600
1996-03-08,573.13,573.13,573.13,573.13,0,573.13,1996-03-08,6019,3600
1996-03-11,568.12,568.12,568.12,568.12,0,568.12,1996-03-11,6019,3600
1996-03-12,563.88,563.88,563.88,563.88,0,563.88,1996-03-12,6019,3600
1996-03-13,563.2,563.2,563.2,563.2,0,563.2,1996-03-13,6019,3600
1996-03-14,562.3,562.3,562.3,562.3,0,562.3,1996-03-14,6019,3600
1996-03-15,562.39,562.39,562.39,562.39,0,562.39,1996-03-15,6019,3600
1996-03-18,567.87,567.87,567.87,567.87,0,567.87,1996-03-18,6019,3600
1996-03-19,566.55,566.55,566.55,566.55,0,566.55,1996-03-19,6019,3600
1996-03-20,569.67,569.67,569.67,569.67,0,569.67,1996-03-20,6019,3600
1996-03-21,569.76,569.76,569.76,569.76,0,569.76,1996-03-21,6019,3600
1996-03-22,570.18,570.18,570.18,570.18,0,570.18,1996-03-22,6019,3600
1996-03-25,570.24,570.24,570.24,570.24,0,570.24,1996-03-25,6019,3600
1996-03-26,563.52,563.52,563.52,563.52,0,563.52,1996-03-26,6019,3600
1996-03-27,562.35,562.35,562.35,562.35,0,562.35,1996-03-27,6019,3600
1996-03-28,554.04,554.04,554.04,554.04,0,554.04,1996-03-28,6019,3600
1996-03-29,556.39,556.39,556.39,556.39,0,556.39,1996-03-29,6019,3600
1996-04-01,566.19,566.19,566.19,566.19,0,566.19,1996-04-01,6019,3600
1996-04-02,557.21,557.21,557.21,557.21,0,557.21,1996-04-02,6019,3600
1996-04-03,560.98,560.98,560.98,560.98,0,560.98,1996-04-03,6019,3600
1996-04-04,563.19,563.19,563.19,563.19,0,563.19,1996-04-04,6019,3600
1996-04-05,582.53,582.53,582.53,582.53,0,582.53,1996-04-05,6019,3600
1996-04-08,581.38,581.38,581.38,581.38,0,581.38,1996-04-08,6019,3600
