symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,currency,unr_pnl,pure_unr_pnl,balance,margin_available,purebalance
5m_#Nvidia,open,short,100.0,0.0,107.02,0.0,-2.0,0.0,2.0,3.0,,,,,5m_#Nvidia,,20170214 16:30:00 EST,20170214 16:30:00 EST,-100.0,USD,,,100027.0,1989261.0,100037.0
