symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,currency,unr_pnl,pure_unr_pnl,balance,margin_available,purebalance
5m_#Barclays,open,short,100000.0,0.0,2.197,0.0,-4.394,0.0,4.394,52.0,,,,,5m_#Barclays,,20170202 12:00:00 EST,20170202 12:00:00 EST,-100000.0,USD,,,115140.67,1764700.0,115600.0
