symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,currency,unr_pnl,pure_unr_pnl,balance,margin_available,purebalance
5m_#Groupon,open,long,100.0,0.0,3.71,0.0,-2.0,0.0,2.0,2.0,,,,,5m_#Groupon,,20170214 17:35:00 EST,20170214 17:35:00 EST,100.0,USD,,,99994.0,1999629.0,100000.0
