permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,2.14632,USD,IDEALPRO,1.0,,,1.0,1.07316,100000.0,-100000.0,-2.14632,SLD,5m_,USD,20170203 13:35:00 EST,,0.0,99997.85368,1892684.0,99997.85368,1.07316,100000.0,100000.0,-2.14632
2,Paper,Paper,2.1445,USD,IDEALPRO,2.0,,,1.0,1.07225,100000.0,0.0,88.8555,BOT,5m_,USD,20170206 15:00:00 EST,,91.0,100086.70918,1999909.0,100086.70918,1.07316,100091.0,100091.0,88.8555
3,Paper,Paper,2.14332,USD,IDEALPRO,3.0,,,1.0,1.07166,100000.0,-100000.0,-2.14332,SLD,5m_,USD,20170206 15:05:00 EST,,0.0,100084.56586,1892743.0,100084.56586,1.07166,100091.0,100091.0,-2.14332
4,Paper,Paper,2.14164,USD,IDEALPRO,4.0,,,1.0,1.07082,100000.0,0.0,81.85836,BOT,5m_,USD,20170206 16:05:00 EST,,84.0,100166.42422,1999825.0,100166.42422,1.07166,100175.0,100175.0,81.85836
5,Paper,Paper,2.1422,USD,IDEALPRO,5.0,,,1.0,1.0711,100000.0,-100000.0,-2.1422,SLD,5m_,USD,20170206 16:10:00 EST,,0.0,100164.28202,1892715.0,100164.28202,1.0711,100175.0,100175.0,-2.1422
6,Paper,Paper,2.14028,USD,IDEALPRO,6.0,,,1.0,1.07014,100000.0,0.0,93.85972,BOT,5m_,USD,20170207 08:10:00 EST,,96.0,100258.14174,1999729.0,100258.14174,1.0711,100271.0,100271.0,93.85972
7,Paper,Paper,2.13972,USD,IDEALPRO,7.0,,,1.0,1.06986,100000.0,-100000.0,-2.13972,SLD,5m_,USD,20170207 08:15:00 EST,,0.0,100256.00202,1892743.0,100256.00202,1.06986,100271.0,100271.0,-2.13972
8,Paper,Paper,2.13834,USD,IDEALPRO,8.0,,,1.0,1.06917,100000.0,0.0,66.86166,BOT,5m_,USD,20170207 08:40:00 EST,,69.0,100322.86368,1999660.0,100322.86368,1.06986,100340.0,100340.0,66.86166
9,Paper,Paper,2.13826,USD,IDEALPRO,9.0,,,1.0,1.06913,100000.0,-100000.0,-2.13826,SLD,5m_,USD,20170207 08:45:00 EST,,0.0,100320.72542,1892747.0,100320.72542,1.06913,100340.0,100340.0,-2.13826
