symbol,sym,exp,qty,openqty,price,openprice,value,avg_cost,unr_pnl,real_pnl,PurePL,accountid,currency,pure_unr_pnl
5m_USD,5m_,,-100000.0,-100000.0,1.06145,1.06145,-106145.0,2.1229,0.0,-2.1229,0.0,Paper,USD,
