Date,accountid,balance,purebalance,buy_power,unr_pnl,real_pnl,PurePL,currency,mark_to_mkt,pure_mark_to_mkt,pure_unr_pnl
20170127 10:25:00 EST,paperUSD,100000.0,100000.0,2000000.0,0,0.0,0.0,USD,100000.0,100000.0,0
20170127 10:25:00 EST,paperUSD,99998.0,100000.0,1999770.55,0,-2.0,0.0,USD,99998.0,100000.0,0
20170127 10:40:00 EST,paperUSD,99996.2,100000.2,1999999.8,0,-3.8,0.2,USD,99996.2,100000.2,0
20170127 10:45:00 EST,paperUSD,99994.2,100000.2,1999770.75,0,-5.8,0.2,USD,99994.2,100000.2,0
20170127 11:00:00 EST,paperUSD,99992.4,100000.4,1999999.6,0,-7.6,0.4,USD,99992.4,100000.4,0
20170127 11:05:00 EST,paperUSD,99990.4,100000.4,1999771.05,0,-9.6,0.4,USD,99990.4,100000.4,0
20170127 11:10:00 EST,paperUSD,99988.7,100000.7,1999999.3,0,-11.3,0.7,USD,99988.7,100000.7,0
20170127 11:15:00 EST,paperUSD,99986.7,100000.7,1999770.55,0,-13.3,0.7,USD,99986.7,100000.7,0
20170127 11:50:00 EST,paperUSD,99985.1,100001.1,1999998.9,0,-14.9,1.1,USD,99985.1,100001.1,0
20170127 11:55:00 EST,paperUSD,99983.1,100001.1,1999770.2,0,-16.9,1.1,USD,99983.1,100001.1,0
20170127 12:15:00 EST,paperUSD,99981.2,100001.2,1999998.8,0,-18.8,1.2,USD,99981.2,100001.2,0
20170127 12:20:00 EST,paperUSD,99979.2,100001.2,1999769.85,0,-20.8,1.2,USD,99979.2,100001.2,0
20170127 17:30:00 EST,paperUSD,99977.3,100001.3,1999998.7,0,-22.7,1.3,USD,99977.3,100001.3,0
20170127 17:35:00 EST,paperUSD,99975.3,100001.3,1999769.7,0,-24.7,1.3,USD,99975.3,100001.3,0
20170130 10:00:00 EST,paperUSD,99975.75,100003.75,1999996.25,0,-24.25,3.75,USD,99975.75,100003.75,0
20170130 10:05:00 EST,paperUSD,99973.75,100003.75,1999770.15,0,-26.25,3.75,USD,99973.75,100003.75,0
20170130 10:35:00 EST,paperUSD,99972.45,100004.45,1999995.55,0,-27.55,4.45,USD,99972.45,100004.45,0
20170130 10:40:00 EST,paperUSD,99970.45,100004.45,1999771.0,0,-29.55,4.45,USD,99970.45,100004.45,0
20170130 11:45:00 EST,paperUSD,99968.85,100004.85,1999995.15,0,-31.15,4.85,USD,99968.85,100004.85,0
20170130 11:50:00 EST,paperUSD,99966.85,100004.85,1999770.95,0,-33.15,4.85,USD,99966.85,100004.85,0
20170130 11:55:00 EST,paperUSD,99964.95,100004.95,1999995.05,0,-35.05,4.95,USD,99964.95,100004.95,0
20170130 12:00:00 EST,paperUSD,99962.95,100004.95,1999770.85,0,-37.05,4.95,USD,99962.95,100004.95,0
20170130 12:05:00 EST,paperUSD,99961.15,100005.15,1999994.85,0,-38.85,5.15,USD,99961.15,100005.15,0
20170130 12:10:00 EST,paperUSD,99959.15,100005.15,1999770.7,0,-40.85,5.15,USD,99959.15,100005.15,0
20170130 12:35:00 EST,paperUSD,99957.25,100005.25,1999994.75,0,-42.75,5.25,USD,99957.25,100005.25,0
20170130 12:40:00 EST,paperUSD,99955.25,100005.25,1999770.35,0,-44.75,5.25,USD,99955.25,100005.25,0
20170130 12:55:00 EST,paperUSD,99953.3,100005.3,1999994.7,0,-46.7,5.3,USD,99953.3,100005.3,0
20170130 13:00:00 EST,paperUSD,99951.3,100005.3,1999770.0,0,-48.7,5.3,USD,99951.3,100005.3,0
20170130 13:05:00 EST,paperUSD,99949.6,100005.6,1999994.4,0,-50.4,5.6,USD,99949.6,100005.6,0
20170130 13:10:00 EST,paperUSD,99947.6,100005.6,1999769.9,0,-52.4,5.6,USD,99947.6,100005.6,0
20170130 14:45:00 EST,paperUSD,99945.65,100005.65,1999994.35,0,-54.35,5.65,USD,99945.65,100005.65,0
20170130 14:50:00 EST,paperUSD,99943.65,100005.65,1999769.85,0,-56.35,5.65,USD,99943.65,100005.65,0
20170130 14:55:00 EST,paperUSD,99941.8,100005.8,1999994.2,0,-58.2,5.8,USD,99941.8,100005.8,0
20170130 15:00:00 EST,paperUSD,99939.8,100005.8,1999769.8,0,-60.2,5.8,USD,99939.8,100005.8,0
20170130 15:05:00 EST,paperUSD,99937.9,100005.9,1999994.1,0,-62.1,5.9,USD,99937.9,100005.9,0
20170130 15:10:00 EST,paperUSD,99935.9,100005.9,1999769.6,0,-64.1,5.9,USD,99935.9,100005.9,0
20170130 15:15:00 EST,paperUSD,99934.05,100006.05,1999993.95,0,-65.95,6.05,USD,99934.05,100006.05,0
20170130 15:20:00 EST,paperUSD,99932.05,100006.05,1999769.65,0,-67.95,6.05,USD,99932.05,100006.05,0
20170130 15:25:00 EST,paperUSD,99930.15,100006.15,1999993.85,0,-69.85,6.15,USD,99930.15,100006.15,0
20170130 15:30:00 EST,paperUSD,99928.15,100006.15,1999769.8,0,-71.85,6.15,USD,99928.15,100006.15,0
20170130 16:00:00 EST,paperUSD,99926.4,100006.4,1999993.6,0,-73.6,6.4,USD,99926.4,100006.4,0
20170130 16:05:00 EST,paperUSD,99924.4,100006.4,1999769.6,0,-75.6,6.4,USD,99924.4,100006.4,0
20170130 16:10:00 EST,paperUSD,99922.45,100006.45,1999993.55,0,-77.55,6.45,USD,99922.45,100006.45,0
20170130 16:15:00 EST,paperUSD,99920.45,100006.45,1999769.55,0,-79.55,6.45,USD,99920.45,100006.45,0
20170130 16:40:00 EST,paperUSD,99918.9,100006.9,1999993.1,0,-81.1,6.9,USD,99918.9,100006.9,0
20170130 16:45:00 EST,paperUSD,99916.9,100006.9,1999770.1,0,-83.1,6.9,USD,99916.9,100006.9,0
20170130 17:15:00 EST,paperUSD,99914.95,100006.95,1999993.05,0,-85.05,6.95,USD,99914.95,100006.95,0
20170130 17:20:00 EST,paperUSD,99912.95,100006.95,1999770.3,0,-87.05,6.95,USD,99912.95,100006.95,0
20170130 17:30:00 EST,paperUSD,99911.0,100007.0,1999993.0,0,-89.0,7.0,USD,99911.0,100007.0,0
20170130 17:35:00 EST,paperUSD,99909.0,100007.0,1999770.2,0,-91.0,7.0,USD,99909.0,100007.0,0
20170130 17:40:00 EST,paperUSD,99907.1,100007.1,1999992.9,0,-92.9,7.1,USD,99907.1,100007.1,0
20170130 17:45:00 EST,paperUSD,99905.1,100007.1,1999770.3,0,-94.9,7.1,USD,99905.1,100007.1,0
20170130 18:20:00 EST,paperUSD,99903.25,100007.25,1999992.75,0,-96.75,7.25,USD,99903.25,100007.25,0
20170130 18:25:00 EST,paperUSD,99901.25,100007.25,1999770.45,0,-98.75,7.25,USD,99901.25,100007.25,0
20170131 10:05:00 EST,paperUSD,99899.55,100007.55,1999992.45,0,-100.45,7.55,USD,99899.55,100007.55,0
20170131 10:10:00 EST,paperUSD,99897.55,100007.55,1999770.95,0,-102.45,7.55,USD,99897.55,100007.55,0
20170131 10:15:00 EST,paperUSD,99895.85,100007.85,1999992.15,0,-104.15,7.85,USD,99895.85,100007.85,0
20170131 10:20:00 EST,paperUSD,99893.85,100007.85,1999770.15,0,-106.15,7.85,USD,99893.85,100007.85,0
20170131 13:45:00 EST,paperUSD,99892.05,100008.05,1999991.95,0,-107.95,8.05,USD,99892.05,100008.05,0
20170131 13:50:00 EST,paperUSD,99890.05,100008.05,1999769.85,0,-109.95,8.05,USD,99890.05,100008.05,0
20170131 13:55:00 EST,paperUSD,99888.35,100008.35,1999991.65,0,-111.65,8.35,USD,99888.35,100008.35,0
20170131 14:00:00 EST,paperUSD,99886.35,100008.35,1999769.6,0,-113.65,8.35,USD,99886.35,100008.35,0
