Date,Open,High,Low,Close,Volume
<<<<<<< HEAD
2017.02.16 12:20,2.39450000,2.39550000,2.39450000,2.39500000,18.00000000
=======
2017.02.10 18:25,2.28400000,2.28500000,2.27950000,2.28000000,69.00000000
>>>>>>> b0ce158889b5a3b97d323894a43a773dd250b297
